 
                                                                                                                                                                                                                                                                
 
ticker      evtdate       car
 AMAT     01AUG2001     0.05450
 AMAT     01FEB2002     0.07562
 AMAT     01JUN2004    -0.06788
 AMAT     02JUN2008    -0.03930
 AMAT     01OCT2004     0.01547
 AMAT     02JUL2001    -0.00516
 AMAT     02MAY2011    -0.02735
 AMAT     03AUG2010    -0.01586
 AMAT     03DEC2008     0.08843
 AMAT     03FEB2014     0.01547
 AMAT     03JAN2007     0.00516
 AMAT     03NOV2004    -0.00964
 AMAT     04AUG2004     0.06879
 AMAT     04DEC2002     0.01647
 AMAT     04FEB2002     0.11200
 AMAT     04NOV2002    -0.09080
 AMAT     04NOV2014     0.01318
 AMAT     04OCT2006    -0.01893
 AMAT     06AUG2007    -0.04101
 AMAT     05JUN2009    -0.05040
 AMAT     06AUG2012     0.03335
 AMAT     06JAN2003    -0.02562
 AMAT     06JAN2011     0.02036
 AMAT     07AUG2001    -0.06684
 AMAT     10OCT2011    -0.02558
 AMAT     09JUL2002    -0.02791
 AMAT     09NOV2007     0.04910
 AMAT     10APR2014    -0.00030
 AMAT     10MAY2001     0.04118
 AMAT     10MAY2002     0.00903
 AMAT     10MAY2004     0.06303
 AMAT     10MAY2007     0.01978
 AMAT     10OCT2007    -0.01928
 AMAT     11APR2001     0.08523
 AMAT     12JUL2004    -0.03050
 AMAT     11JUL2008    -0.04323
 AMAT     11JUN2003    -0.00456
 AMAT     11NOV2011     0.00756
 AMAT     13JAN2003    -0.05139
 AMAT     13NOV2014     0.01416
 AMAT     13OCT2014    -0.00856
 AMAT     15SEP2003     0.02055
 AMAT     15AUG2011    -0.00911
 AMAT     14JUN2006     0.01187
 AMAT     15JUL2011     0.00397
 AMAT     15MAY2002     0.01954
 AMAT     15NOV2001    -0.01381
 AMAT     15OCT2001    -0.02930
 AMAT     17DEC2010     0.01538
 AMAT     18MAR2002     0.02841
 AMAT     18MAY2011    -0.01862
 AMAT     19SEP2011    -0.00495
 AMAT     20OCT2008     0.01396
 AMAT     20FEB2007    -0.01773
 AMAT     21JUL2008    -0.06212
 AMAT     20JUN2002     0.00782
 AMAT     22JUL2003     0.05595
 AMAT     22MAY2012     0.00687
 AMAT     24AUG2006     0.01234
 AMAT     24JUN2002     0.05757
 AMAT     24MAR2004     0.01484
 AMAT     24MAY2002    -0.01650
 AMAT     26JUL2002    -0.06354
 AMAT     27FEB2006    -0.02557
 AMAT     28JUL2004     0.00542
 AMAT     28SEP2009     0.00259
 AMAT     30AUG2002     0.06367
 TX       14FEB2001     0.00039
 TX       25MAY2001     0.00535
 TX       27FEB2001     0.00971
 TX       31JAN2001     0.01453
 TKR      01JUL2008    -0.10753
 TKR      02JUN2008     0.00388
 TKR      03NOV2014    -0.00200
 TKR      04FEB2013     0.01936
 TKR      09SEP2013    -0.00925
 TKR      11JAN2013    -0.01157
 TKR      13OCT2014     0.02385
 TKR      14AUG2002    -0.15921
 TKR      18MAR2002     0.10489
 TKR      17MAY2004    -0.02016
 TKR      17OCT2011     0.02682
 TKR      19JUN2012    -0.03674
 TKR      20DEC2002    -0.01810
 TKR      20JAN2004    -0.03395
 TKR      23MAY2005    -0.04928
 TKR      24SEP2007     0.05028
 TKR      24MAR2003     0.01230
 TKR      25OCT2013    -0.00683
 TKR      26OCT2007    -0.06641
 TKR      28APR2009     0.10324
 TKR      29JUL2010     0.09404
 TKR      29JUN2009    -0.04057
 TKR      29NOV2012    -0.02927
 UCL      02MAR2004    -0.01420
 UCL      02SEP2004     0.02182
 UCL      03JAN2001     0.07498
 UCL      04APR2005    -0.10164
 UCL      04NOV2002     0.01612
 UCL      05DEC2003     0.01439
 UCL      09SEP2002    -0.00600
 UCL      10JAN2003    -0.00451
 UCL      10MAY2002     0.01707
 UCL      12MAR2003    -0.02853
 UCL      13MAY2003     0.01571
 UCL      14OCT2003    -0.01934
 UCL      18MAR2002     0.00074
 UCL      17MAR2003     0.00779
 UCL      18MAY2004    -0.02512
 UCL      20FEB2001    -0.00556
 UCL      21FEB2003     0.02669
 UCL      23JUL2003     0.04381
 UCL      23SEP2002    -0.01167
 UCL      24JUL2002    -0.00628
 UCL      25MAR2004     0.00702
 UCL      26JAN2001    -0.01306
 UCL      26JUL2002     0.03144
 UCL      29APR2004    -0.03606
 UCL      29JAN2003    -0.00711
 UCL      30APR2002     0.00539
 UCL      30NOV2004    -0.02492
 AIND     29JUN2001    -0.03702
 VMC      02OCT2009    -0.01048
 VMC      04NOV2002     0.03263
 VMC      05APR2011    -0.00171
 VMC      05MAR2002    -0.03300
 VMC      07JAN2008    -0.02067
 VMC      06NOV2008     0.06020
 VMC      08AUG2003    -0.00273
 VMC      10DEC2007     0.00038
 VMC      09OCT2014     0.01435
 VMC      10JAN2003    -0.00114
 VMC      10JUL2007    -0.01197
 VMC      13DEC2007    -0.01273
 VMC      18MAR2002    -0.00090
 VMC      18SEP2008     0.00140
 VMC      20AUG2002    -0.04145
 ASBC     02JUN2008    -0.02152
 ASBC     08OCT2009     0.04161
 ASBC     09APR2008     0.00284
 ASBC     11MAY2009    -0.07772
 ASBC     13JUL2009    -0.07926
 ASBC     16MAR2007    -0.00651
 ASBC     22MAR2012    -0.02953
 ASBC     23APR2002     0.05688
 ASBC     23AUG2007    -0.01056
 ASBC     24JUL2008    -0.01330
 ASBC     31JAN2012    -0.01676
 Z        04APR2002     0.03959
 Z        05AUG2002     0.01793
 Z        09SEP2002     0.01036
 Z        13DEC2001    -0.02517
 Z        18JAN2002    -0.01141
 Z        22AUG2002    -0.03174
 Z        22NOV2002     0.02828
 Z        23JAN2002    -0.04208
 Z        25FEB2002    -0.02074
 Z        28MAR2001     0.05663
 Z        30JUL2001     0.02257
 WWY      05AUG2002    -0.02220
 WWY      05SEP2003    -0.00889
 WWY      09JAN2007    -0.02685
 WWY      09SEP2002     0.00059
 WWY      11DEC2007    -0.02114
 WWY      12FEB2008     0.02067
 WWY      14APR2003     0.00189
 WWY      15MAR2007     0.00138
 WWY      18FEB2005    -0.02383
 WWY      19JUN2003     0.00485
 WWY      21AUG2007     0.01279
 WWY      23APR2002     0.00255
 WWY      23JAN2003    -0.02123
 WWY      24JAN2002     0.00396
 WWY      24OCT2007    -0.09395
 WWY      26SEP2008     0.00040
 WWY      28APR2008     0.23351
 WWY      29APR2008    -0.00386
 TXN      01AUG2001     0.08012
 TXN      02JAN2014    -0.00621
 TXN      01MAR2005     0.01058
 TXN      02JAN2008    -0.04377
 TXN      02MAR2011     0.01960
 TXN      03APR2002     0.02229
 TXN      03JAN2007     0.00428
 TXN      03JAN2012     0.01202
 TXN      03NOV2009     0.00058
 TXN      03OCT2005    -0.04855
 TXN      04APR2006     0.02260
 TXN      05AUG2002    -0.04905
 TXN      04FEB2005     0.03492
 TXN      04OCT2006    -0.05195
 TXN      05JAN2009     0.01972
 TXN      05JUN2006     0.01990
 TXN      06APR2004    -0.03547
 TXN      06AUG2012     0.00850
 TXN      06JAN2011     0.01384
 TXN      06JUN2002    -0.02863
 TXN      06MAR2007    -0.00141
 TXN      10OCT2011    -0.02049
 TXN      09SEP2002    -0.02371
 TXN      08SEP2009    -0.00511
 TXN      09DEC2003     0.03024
 TXN      09SEP2005    -0.03700
 TXN      10APR2006     0.01178
 TXN      10APR2014    -0.01552
 TXN      10DEC2001    -0.02894
 TXN      10JAN2003     0.00650
 TXN      10MAY2006    -0.00218
 TXN      11APR2002     0.02169
 TXN      12JUL2004    -0.00725
 TXN      11MAY2006     0.01808
 TXN      11NOV2010     0.00342
 TXN      11OCT2012     0.00321
 TXN      11SEP2006     0.02461
 TXN      12APR2010     0.03619
 TXN      12DEC2006     0.01439
 TXN      12FEB2009     0.05137
 TXN      12SEP2006    -0.02259
 TXN      13DEC2002    -0.00974
 TXN      13OCT2014     0.00355
 TXN      14OCT2005    -0.05075
 TXN      14OCT2014     0.03041
 TXN      15APR2002     0.02598
 TXN      15FEB2008    -0.01113
 TXN      16AUG2004     0.02484
 TXN      16JUL2004    -0.00686
 TXN      16JUN2009     0.02941
 TXN      16MAY2002    -0.00008
 TXN      17AUG2006    -0.00036
 TXN      17DEC2014     0.00407
 TXN      18MAR2002     0.01008
 TXN      18AUG2014    -0.01467
 TXN      18MAR2004    -0.05499
 TXN      19MAY2008     0.02392
 TXN      18MAY2009    -0.00786
 TXN      18NOV2009    -0.02773
 TXN      18OCT2001    -0.04651
 TXN      19APR2006     0.04253
 TXN      20FEB2008     0.01313
 TXN      21APR2004    -0.03294
 TXN      21OCT2003     0.08288
 TXN      21OCT2014     0.03601
 TXN      22JUL2003     0.05258
 TXN      22SEP2004     0.00567
 TXN      23JAN2007     0.03646
 TXN      23JAN2008     0.02888
 TXN      23OCT2002     0.03780
 TXN      23OCT2007    -0.07610
 TXN      24OCT2007     0.00360
 TXN      24SEP2004    -0.04782
 TXN      25OCT2004     0.02885
 TXN      25OCT2005    -0.07989
 TXN      26SEP2011    -0.00475
 TXN      26FEB2001    -0.00352
 TXN      27FEB2003     0.03994
 TXN      27MAR2008    -0.00402
 TXN      27OCT2009    -0.00417
 TXN      27SEP2004    -0.04691
 TXN      28FEB2005    -0.00017
 TXN      29JAN2002     0.12009
 TXN      29SEP2008    -0.05033
 TXN      30JAN2006    -0.03589
 UK       02JAN2001    -0.11899
 AHP      04JAN2002     0.02643
 AHP      06APR2001    -0.01320
 AHP      09JUL2001    -0.01985
 AHP      22JAN2002     0.03973
 AHP      24OCT2001    -0.04695
 AHP      25FEB2002    -0.00661
 AHP      25JAN2001     0.06153
 AHP      25JAN2002    -0.02824
 G        05AUG2002    -0.07081
 G        04AUG2003     0.01688
 G        07FEB2002    -0.02038
 G        09SEP2002     0.03166
 G        11JAN2001    -0.11685
 G        13JAN2003     0.00969
 G        13JUL2001     0.01479
 G        14JAN2003     0.01909
 G        15DEC2003     0.00712
 G        22OCT2003     0.00457
 G        24SEP2001     0.03540
 GT       02JUN2008    -0.04795
 GT       03JAN2007     0.07341
 GT       03DEC2003     0.05346
 GT       04FEB2005    -0.15042
 GT       05NOV2002     0.03194
 GT       05OCT2006     0.00918
 GT       06JAN2011     0.02607
 GT       06JUL2004     0.02575
 GT       07FEB2003     0.23614
 GT       08APR2009     0.04363
 GT       10OCT2011     0.05848
 GT       09SEP2002     0.01849
 GT       09DEC2010     0.06858
 GT       10DEC2001     0.06617
 GT       10JAN2003     0.02542
 GT       10NOV2006     0.02482
 GT       11FEB2002     0.05014
 GT       12OCT2005     0.02558
 GT       15SEP2011    -0.01666
 GT       18MAR2002     0.01141
 GT       19MAY2005    -0.01292
 GT       20JUN2002    -0.01010
 GT       20MAR2002    -0.09934
 GT       22AUG2006     0.04869
 GT       26SEP2005    -0.00077
 GT       25SEP2002     0.01150
 GT       27APR2005     0.02366
 GT       29APR2008    -0.00527
 GT       29OCT2009    -0.03036
 GT       29SEP2004    -0.02678
 HSY      02JUN2008    -0.01245
 HSY      03FEB2005     0.00122
 HSY      03FEB2010     0.00876
 HSY      03FEB2011     0.03585
 HSY      03MAR2010     0.02474
 HSY      03OCT2005     0.02692
 HSY      03OCT2007    -0.02104
 HSY      04APR2008     0.00601
 HSY      05AUG2002    -0.01580
 HSY      04DEC2006     0.00308
 HSY      04MAR2004     0.01360
 HSY      06AUG2007     0.03769
 HSY      05JAN2011     0.03198
 HSY      05SEP2003    -0.01155
 HSY      05SEP2006    -0.03878
 HSY      08JAN2014     0.01245
 HSY      08MAY2008    -0.02098
 HSY      09AUG2010    -0.00297
 HSY      09DEC2005     0.01279
 HSY      09SEP2002     0.00243
 HSY      10APR2008    -0.05343
 HSY      11APR2011     0.00988
 HSY      10DEC2002     0.03329
 HSY      11NOV2010    -0.00651
 HSY      12DEC2002    -0.00001
 HSY      13JUL2006    -0.00853
 HSY      14NOV2007    -0.03841
 HSY      16APR2004     0.00383
 HSY      16APR2007    -0.02397
 HSY      16JUL2010    -0.00993
 HSY      17APR2003     0.01367
 HSY      17DEC2004    -0.01806
 HSY      17DEC2010    -0.00905
 HSY      17JUL2003     0.02543
 HSY      17JUN2010     0.00202
 HSY      18MAR2002    -0.02842
 HSY      17MAY2005    -0.04220
 HSY      18AUG2008    -0.06948
 HSY      19OCT2006    -0.03159
 HSY      20APR2006     0.01211
 HSY      20JUL2005     0.01846
 HSY      20JUL2007    -0.02591
 HSY      21DEC2011     0.01835
 HSY      22JAN2009     0.03330
 HSY      22JAN2010     0.01641
 HSY      22JUL2010    -0.08092
 HSY      23APR2010    -0.00339
 HSY      23JAN2002    -0.01726
 HSY      23JUL2002     0.04671
 HSY      24JAN2002    -0.02521
 HSY      25JAN2010     0.00542
 HSY      24JUL2009    -0.02077
 HSY      24MAY2006     0.00772
 HSY      25NOV2013     0.00983
 HSY      26JAN2010     0.02032
 HSY      26JUL2010    -0.01216
 HSY      26SEP2008    -0.00715
 HSY      27JUL2012     0.00232
 HSY      28JAN2009     0.00182
 KR       01DEC2010    -0.10501
 KR       02APR2007     0.01522
 KR       03DEC2010    -0.04515
 KR       03MAY2001     0.00224
 KR       05AUG2002     0.02031
 KR       04DEC2002     0.02591
 KR       04JUN2001    -0.00175
 KR       04NOV2002     0.01216
 KR       05APR2001    -0.07642
 KR       05MAR2002    -0.02397
 KR       05MAY2003    -0.03154
 KR       06FEB2006     0.02287
 KR       08DEC2009    -0.11857
 KR       10OCT2011    -0.01748
 KR       09SEP2002     0.01077
 KR       09DEC2009    -0.00838
 KR       09JAN2006    -0.01261
 KR       09JAN2007     0.00243
 KR       09OCT2006     0.00511
 KR       10DEC2002    -0.01199
 KR       10FEB2009    -0.03646
 KR       11APR2007    -0.01621
 KR       11MAR2011    -0.00280
 KR       11NOV2010     0.02857
 KR       11SEP2006    -0.07705
 KR       12DEC2001     0.01047
 KR       12JUN2002    -0.04405
 KR       12OCT2009     0.01311
 KR       13JUN2002     0.00146
 KR       13MAR2002     0.02001
 KR       15SEP2003    -0.07909
 KR       14SEP2011    -0.00078
 KR       15SEP2005    -0.00743
 KR       16DEC2008    -0.00938
 KR       16JAN2014    -0.06103
 KR       16MAY2008     0.02728
 KR       17DEC2007     0.00950
 KR       17DEC2009    -0.01259
 KR       17SEP2002    -0.14293
 KR       18AUG2003    -0.02450
 KR       18AUG2006    -0.02351
 KR       18JAN2012    -0.02564
 KR       18JUN2010    -0.03614
 KR       20JUN2006     0.05051
 KR       20OCT2004     0.00450
 KR       21JAN2009    -0.00046
 KR       21JUL2005    -0.00387
 KR       21JUN2001     0.03090
 KR       21JUN2006    -0.00767
 KR       21MAY2009     0.03128
 KR       21NOV2002     0.05063
 KR       22MAR2011    -0.00652
 KR       22OCT2003     0.01567
 KR       23MAR2004    -0.03107
 KR       24AUG2007    -0.00341
 KR       24FEB2012     0.03680
 KR       24JUN2013     0.02024
 KR       25JAN2002     0.00819
 KR       27JUN2005    -0.02970
 KR       25SEP2002     0.00372
 KR       25SEP2013    -0.00414
 KR       26FEB2014     0.00906
 KR       26SEP2008     0.04968
 KR       27JUL2012     0.01166
 KR       28AUG2002    -0.08522
 KR       28OCT2002     0.03554
 KR       29AUG2002    -0.07560
 KR       29JAN2007     0.03601
 KR       29JUL2014    -0.00231
 GIS      01JUN2005     0.01323
 GIS      01JUN2011    -0.02362
 GIS      02JUN2008     0.00402
 GIS      03FEB2005    -0.00529
 GIS      03OCT2008     0.00089
 GIS      05AUG2002    -0.01504
 GIS      04JAN2011     0.02724
 GIS      04SEP2012    -0.00970
 GIS      06AUG2007     0.02136
 GIS      05JUL2011     0.00328
 GIS      05JUN2007    -0.02526
 GIS      05SEP2003    -0.00337
 GIS      05SEP2007     0.01857
 GIS      06MAY2004    -0.00103
 GIS      07FEB2002     0.05333
 GIS      07MAR2001    -0.02181
 GIS      07NOV2014    -0.04910
 GIS      08MAY2008    -0.00079
 GIS      08OCT2001    -0.00764
 GIS      08SEP2006    -0.01828
 GIS      09SEP2002     0.00842
 GIS      11MAR2008     0.01795
 GIS      11NOV2010     0.01468
 GIS      13FEB2008    -0.00882
 GIS      13JUL2006    -0.00143
 GIS      14JUN2006    -0.01018
 GIS      15JUN2011    -0.01072
 GIS      15OCT2008     0.02273
 GIS      15SEP2009    -0.00785
 GIS      16MAR2004    -0.00035
 GIS      17DEC2010    -0.00832
 GIS      18MAR2002    -0.01463
 GIS      17MAR2003     0.02837
 GIS      18DEC2001     0.03141
 GIS      18DEC2002     0.03146
 GIS      18DEC2008    -0.03689
 GIS      19DEC2007    -0.01756
 GIS      19JUN2003    -0.02668
 GIS      19MAR2012    -0.00553
 GIS      20DEC2001     0.01027
 GIS      20JUL2005     0.00084
 GIS      21OCT2013     0.00802
 GIS      25JUN2014    -0.03119
 GIS      26APR2002    -0.04572
 GIS      26JUN2002     0.05342
 GIS      26NOV2013     0.00791
 GIS      26OCT2007    -0.00574
 GIS      26SEP2008     0.02318
 GIS      27JUL2012     0.00834
 GIS      27OCT2003     0.01934
 GIS      28JAN2008     0.01066
 GIS      30JUN2004     0.03650
 GIS      31OCT2001     0.04102
 MHP      02JUN2008     0.01434
 MHP      02OCT2001    -0.16437
 MHP      05JUL2006     0.02768
 MHP      04MAY2005    -0.00558
 MHP      04OCT2006    -0.00959
 MHP      05JUN2003    -0.01545
 MHP      06APR2001    -0.01980
 MHP      07JUL2004    -0.02297
 MHP      09SEP2002     0.00188
 MHP      10DEC2002    -0.01161
 MHP      11FEB2003    -0.02777
 MHP      12FEB2002    -0.02141
 MHP      17APR2009     0.04097
 MHP      17JAN2006     0.04136
 MHP      18MAR2002     0.01105
 MHP      17MAR2005    -0.00018
 MHP      20MAR2006    -0.02361
 MHP      23JAN2002    -0.00334
 MHP      23MAY2007     0.01980
 MHP      24JUN2002     0.02053
 MHP      26JAN2007     0.00492
 MHP      27APR2004     0.04434
 MHP      28JAN2003     0.04042
 MHP      29JAN2003     0.00662
 MHP      30JAN2002    -0.01187
 CCK      02MAR2006     0.04642
 CCK      02SEP2005     0.00837
 CCK      03FEB2006    -0.04587
 CCK      03JAN2008    -0.05354
 CCK      05AUG2002    -0.03481
 CCK      04JAN2006    -0.01530
 CCK      05JAN2009    -0.03975
 CCK      06MAY2009    -0.00224
 CCK      07JAN2003     0.12957
 CCK      10MAR2008    -0.01983
 CCK      09JAN2013    -0.02197
 CCK      09SEP2002    -0.04120
 CCK      09SEP2004    -0.01409
 CCK      10AUG2005    -0.00395
 CCK      15JAN2009    -0.00668
 CCK      17DEC2003     0.01394
 CCK      17OCT2013    -0.02909
 CCK      19APR2002    -0.09908
 CCK      19APR2012     0.00784
 CCK      19AUG2005     0.02038
 CCK      25JUL2005     0.01228
 CCK      25SEP2013    -0.01238
 CCK      26JUN2002    -0.07118
 CCK      28MAY2009    -0.04871
 BKLY     06MAR2001     0.00635
 KMB      02FEB2004    -0.00071
 KMB      03OCT2001     0.00243
 KMB      04APR2005    -0.00168
 KMB      04NOV2002     0.01497
 KMB      04OCT2006     0.00073
 KMB      06AUG2007     0.00320
 KMB      06MAY2009     0.04612
 KMB      07OCT2013     0.02753
 KMB      08JAN2007     0.00545
 KMB      10OCT2011    -0.02061
 KMB      09SEP2002    -0.00401
 KMB      09DEC2009    -0.01665
 KMB      10NOV2008     0.01883
 KMB      09SEP2008     0.02195
 KMB      10DEC2002     0.00678
 KMB      10JAN2003     0.00340
 KMB      11DEC2002    -0.02940
 KMB      11FEB2013    -0.00890
 KMB      13JAN2003     0.01523
 KMB      13JAN2009     0.03474
 KMB      14FEB2005    -0.01880
 KMB      14FEB2006    -0.00943
 KMB      16JAN2007     0.00171
 KMB      16JUL2008    -0.01833
 KMB      19AUG2002    -0.00457
 KMB      19JUL2002     0.03092
 KMB      19JUN2006    -0.00968
 KMB      20APR2012     0.01492
 KMB      21DEC2001     0.00288
 KMB      21DEC2005    -0.00299
 KMB      21JUL2014    -0.03871
 KMB      21OCT2008    -0.02626
 KMB      22APR2013    -0.01616
 KMB      22AUG2005    -0.01503
 KMB      23AUG2011     0.01130
 KMB      23JUL2014     0.00095
 KMB      23MAR2007    -0.00375
 KMB      24APR2002     0.00028
 KMB      24APR2006     0.02581
 KMB      24JAN2012    -0.01983
 KMB      25JUL2007     0.01468
 KMB      26NOV2007     0.01061
 KMB      26OCT2012     0.00686
 KMB      26SEP2008     0.04006
 KMB      27JUL2012     0.01849
 KMB      27SEP2011    -0.00894
 KMB      28AUG2001    -0.01823
 KMB      28JAN2008    -0.00471
 PD       01AUG2001    -0.02084
 PD       01DEC2004    -0.04320
 PD       02JUN2003     0.00572
 PD       03AUG2006    -0.01397
 PD       03MAY2006     0.02151
 PD       05AUG2002    -0.03567
 PD       06MAY2004    -0.03996
 PD       06OCT2005     0.01240
 PD       06SEP2006    -0.01192
 PD       07AUG2003     0.04251
 PD       09SEP2002     0.01226
 PD       08SEP2003    -0.01039
 PD       09MAY2003     0.04945
 PD       10FEB2004     0.05430
 PD       11SEP2002    -0.01125
 PD       13MAR2001    -0.09183
 PD       15SEP2003    -0.00961
 PD       20NOV2002    -0.01687
 PD       21NOV2006     0.00464
 PD       21OCT2005     0.03023
 PD       21SEP2001    -0.05006
 PD       23DEC2003     0.00691
 PD       24OCT2001     0.04922
 PD       24SEP2004     0.03573
 PD       25SEP2002     0.02880
 PD       26JAN2001    -0.04618
 PD       27JUN2001     0.02497
 PD       28FEB2005    -0.00903
 PD       28NOV2006    -0.02213
 PD       29AUG2005     0.01149
 PD       29JAN2003     0.01848
 PD       29JAN2004     0.02675
 PD       29MAR2006     0.06532
 PD       29SEP2004    -0.02639
 PD       29SEP2006    -0.00740
 PD       31JUL2001    -0.01993
 PD       31MAR2005    -0.01778
 UTX      03JUN2003    -0.01817
 UTX      05AUG2002    -0.00795
 UTX      06AUG2007    -0.03092
 UTX      05OCT2009     0.00100
 UTX      09DEC2002    -0.01530
 UTX      07DEC2004     0.00686
 UTX      08DEC2014     0.03953
 UTX      08MAY2003     0.01540
 UTX      09SEP2002     0.02341
 UTX      08SEP2003     0.00865
 UTX      10MAR2009     0.03918
 UTX      11AUG2005     0.03206
 UTX      11NOV2010    -0.00113
 UTX      12APR2010    -0.01186
 UTX      12DEC2003     0.02623
 UTX      12DEC2005     0.00413
 UTX      12FEB2002     0.00174
 UTX      15SEP2003     0.00891
 UTX      14JUN2012    -0.00984
 UTX      14SEP2007     0.01507
 UTX      16JAN2003     0.03340
 UTX      17APR2002    -0.06797
 UTX      18MAR2002    -0.01948
 UTX      17OCT2001    -0.03398
 UTX      19APR2010    -0.00342
 UTX      19JUL2001     0.02245
 UTX      20SEP2001    -0.03656
 UTX      21OCT2008     0.02121
 UTX      22JAN2002     0.00293
 UTX      23JAN2009    -0.02243
 UTX      23JUL2003    -0.00570
 UTX      25SEP2002     0.00953
 UTX      26SEP2008     0.04633
 UTX      26SEP2011     0.01623
 UTX      27OCT2008     0.01554
 UTX      28APR2004    -0.01106
 UTX      29NOV2002    -0.00252
 UTX      29NOV2006    -0.01105
 UTX      30JUL2012     0.00971
 UGI      01MAR2006    -0.01897
 UGI      06AUG2007    -0.02161
 UGI      09SEP2002    -0.01479
 UGI      10APR2014     0.01906
 UGI      10JAN2003    -0.01846
 UGI      11FEB2014     0.00094
 UGI      17AUG2010     0.01902
 UGI      20JAN2010     0.04512
 UGI      23APR2014     0.00254
 UGI      24APR2013    -0.00343
 UGI      26JUN2008     0.00374
 UGI      27APR2012     0.06350
 UGI      27JAN2011    -0.02287
 UGI      31JAN2011    -0.02635
 HPC      01NOV2002     0.00915
 HPC      03AUG2001     0.03372
 HPC      03DEC2001     0.00418
 HPC      05AUG2002    -0.00548
 HPC      09SEP2002    -0.01588
 HPC      09JUL2002     0.02525
 HPC      09SEP2004    -0.05021
 HPC      10JAN2003     0.02217
 HPC      11OCT2001     0.02452
 HPC      12JAN2001    -0.02042
 HPC      18MAR2002    -0.00879
 HPC      19JAN2001    -0.21631
 HPC      20FEB2002     0.06437
 HPC      22MAR2004     0.00436
 HPC      25JAN2001     0.02491
 CW       02MAY2011     0.02203
 CW       08DEC2004    -0.02619
 CW       15FEB2012    -0.09682
 CW       16DEC2013     0.07412
 CW       30APR2007    -0.00721
 BMET     09SEP2002     0.00822
 BMET     11MAY2004    -0.00412
 BMET     13JUL2005     0.00653
 BMET     19SEP2002     0.04888
 BMET     27JUN2006    -0.04323
 BMET     30MAY2007    -0.00652
 FWC      05AUG2002    -0.04218
 FWC      09SEP2002    -0.02255
 PG       01MAY2001     0.07860
 PG       02DEC2003    -0.00417
 PG       02FEB2001     0.03027
 PG       03OCT2005    -0.01180
 PG       03OCT2011     0.00937
 PG       04APR2005     0.01985
 PG       05AUG2002    -0.02590
 PG       04NOV2002     0.03221
 PG       04OCT2006     0.00702
 PG       05DEC2002    -0.00281
 PG       06JUN2001     0.03211
 PG       08AUG2011     0.00371
 PG       07JUN2007     0.00510
 PG       07MAY2012    -0.00292
 PG       07NOV2002     0.00349
 PG       07OCT2013     0.03770
 PG       08AUG2001     0.00560
 PG       08JAN2007    -0.00331
 PG       10OCT2011    -0.01389
 PG       09SEP2002     0.00325
 PG       09MAY2002     0.00941
 PG       10JAN2003     0.02136
 PG       10NOV2003    -0.01592
 PG       11NOV2010     0.00573
 PG       12DEC2001     0.05801
 PG       12DEC2002     0.00882
 PG       12FEB2010     0.00001
 PG       13JAN2003     0.01021
 PG       12JAN2010     0.01976
 PG       12JUL2006     0.00630
 PG       13MAY2003     0.00873
 PG       15SEP2003     0.00100
 PG       14APR2004    -0.00398
 PG       14FEB2006    -0.00050
 PG       14JAN2009    -0.01619
 PG       14MAR2006    -0.04541
 PG       14OCT2005    -0.01249
 PG       15JUL2010     0.00167
 PG       15SEP2011     0.01152
 PG       16APR2008    -0.04245
 PG       16JAN2007     0.00626
 PG       17SEP2009     0.03362
 PG       18JUL2012     0.00671
 PG       18SEP2013    -0.01537
 PG       19AUG2002    -0.00507
 PG       19JAN2011     0.01501
 PG       19JUN2006     0.01352
 PG       20JAN2012    -0.01705
 PG       20MAY2009     0.01834
 PG       21DEC2005     0.00277
 PG       22MAR2007     0.01421
 PG       23MAY2013     0.04201
 PG       24SEP2001     0.06256
 PG       25APR2002     0.00418
 PG       25AUG2009    -0.00167
 PG       25NOV2013    -0.00098
 PG       26SEP2008     0.01241
 PG       27JUL2012     0.00430
 PG       28AUG2001    -0.03151
 PG       28FEB2012     0.00872
 PG       28JAN2003     0.01563
 PG       30JAN2012    -0.01924
 PG       30OCT2001     0.04172
 JCP      01AUG2013    -0.02460
 JCP      01FEB2008    -0.00781
 JCP      03JUN2008    -0.02754
 JCP      04MAR2002    -0.07813
 JCP      05FEB2009    -0.03310
 JCP      05JUN2001     0.10151
 JCP      05MAR2002    -0.04079
 JCP      05SEP2003    -0.01864
 JCP      06MAR2008    -0.08678
 JCP      06MAR2013    -0.01893
 JCP      06MAY2013    -0.04975
 JCP      06MAY2014     0.03182
 JCP      07DEC2007     0.04721
 JCP      07JAN2005    -0.00476
 JCP      07MAY2001    -0.04247
 JCP      10OCT2011    -0.03585
 JCP      09SEP2002     0.02642
 JCP      09JAN2012    -0.03197
 JCP      09MAR2001     0.01567
 JCP      09NOV2007    -0.06020
 JCP      09SEP2003    -0.04009
 JCP      10APR2003    -0.06326
 JCP      10AUG2010     0.00255
 JCP      10FEB2003    -0.03569
 JCP      10MAY2002     0.05926
 JCP      11JAN2013    -0.06461
 JCP      11JUL2006    -0.00019
 JCP      11MAY2010     0.00154
 JCP      12NOV2012    -0.14730
 JCP      13OCT2014    -0.02187
 JCP      13JAN2003    -0.01576
 JCP      13MAY2013     0.06129
 JCP      15SEP2003     0.01043
 JCP      14MAY2003    -0.10362
 JCP      14MAY2013     0.04753
 JCP      14NOV2012    -0.03916
 JCP      14SEP2011    -0.02451
 JCP      15MAY2009    -0.01743
 JCP      15NOV2011    -0.01067
